icao,geometry
866,LFRRNSI,"POLYGON ((-0.25 48.3616666667, -0.25 48.4622222222, -0.7491666667 48.1805555556, -0.9308333333 48.1588888889, -1.6077777778 48.105, -2.0861111111 48.0666666667, -2.2055555556 48.0552777778, -2.2588888889 48.0475, -2.4791666667 47.9275, -3.2525 47.5, -3.2525 47.3202777778, -3.2366666667 47.2447222222, -3.1425 46.7969444444, -3.0713888889 46.4566666667, -3.0397222222 46.3027777778, -2.6666666667 46.2119444444, -2.55 46.1833333333, -1.6666666667 45.9813888889, -0.9419444444 46.2133333333, -0.7222222222 46.305, -0.25 46.5, -0.25 46.6258333333, -0.25 47.0444444444, -0.25 47.1666666667, -0.5525 47.4066666667, -0.6963888888999999 47.5202777778, -0.6544444444 47.5577777778, -0.4611111111 47.7372222222, -0.3994444444 47.7952777778, -0.25 47.9333333333, -0.2494444444 48.1722222222, -0.25 48.3616666667))"
867,LFRRNU,"POLYGON ((-0.25 48.4622222222, -0.25 48.3616666667, -0.2494444444 48.1722222222, -0.25 47.9333333333, -0.3994444444 47.7952777778, -0.4611111111 47.7372222222, -0.6544444444 47.5577777778, -0.6963888888999999 47.5202777778, -0.5525 47.4066666667, -0.25 47.1666666667, -0.25 47.0444444444, -0.25 46.6258333333, -0.25 46.5, -0.7222222222 46.305, -0.9419444444 46.2133333333, -1.6666666667 45.9813888889, -2.55 46.1833333333, -2.6666666667 46.2119444444, -3.0397222222 46.3027777778, -3.0713888889 46.4566666667, -3.1425 46.7969444444, -3.2366666667 47.2447222222, -3.2525 47.3202777778, -3.2525 47.5, -2.4791666667 47.9275, -2.2588888889 48.0475, -2.2055555556 48.0552777778, -2.0861111111 48.0666666667, -1.6077777778 48.105, -0.9308333333 48.1588888889, -0.7491666667 48.1805555556, -0.25 48.4622222222))"
868,LFRRQXI,"POLYGON ((1.0847222222 49.0944444444, 0.9694444444 49.2202777778, 0.9333333333 49.2597222222, 0.5141666667 49.705, 0.4430555556 49.7888888889, 0.4008333333 49.8333333333, 0.1 50.1333333333, 0 50.1, -0.1108333333 50.0555555556, -0.25 50, -0.25 49.8166666667, -0.25 49.5266666667, -0.25 49.4469444444, -0.25 49.1666666667, -0.25 48.95, -0.25 48.9297222222, -0.25 48.8380555556, -0.25 48.7375, -0.2486111111 48.6591666667, -0.25 48.5505555556, -0.25 48.5333333333, -0.25 48.4622222222, -0.25 48.3616666667, -0.2494444444 48.1722222222, -0.25 47.9333333333, -0.3994444444 47.7952777778, -0.4611111111 47.7372222222, -0.6544444444 47.5577777778, -0.6963888888999999 47.5202777778, -0.5525 47.4066666667, -0.25 47.1666666667, -0.25 47.0444444444, 0.4525 47.0813888889, 0.9866666667 47.0041666667, 1.4666666667 47.1666666667, 1.6333333333 47.5502777778, 1.6555555556 47.6586111111, 1.6777777778 47.7733333333, 1.6908333333 47.8305555556, 1.7072222222 47.9155555556, 1.7152777778 47.9536111111, 1.73 47.9988888889, 1.7508333333 48.0591666667, 1.7536111111 48.0683333333, 1.7586111111 48.0833333333, 1.7663888889 48.1102777778, 1.7822222222 48.1333333333, 1.2 48.6666666667, 1.0847222222 49.0944444444))"
869,LFRRQXS,"POLYGON ((-0.25 49.1666666667, -0.25 48.95, -0.25 48.9297222222, -0.25 48.8380555556, -0.25 48.7375, -0.2486111111 48.6591666667, -0.25 48.5505555556, -0.25 48.5333333333, -0.25 48.4622222222, -0.25 48.3616666667, -0.2494444444 48.1722222222, -0.25 47.9333333333, -0.3994444444 47.7952777778, -0.4611111111 47.7372222222, -0.6544444444 47.5577777778, -0.6963888888999999 47.5202777778, -0.5525 47.4066666667, -0.25 47.1666666667, -0.25 47.0444444444, 0.4525 47.0813888889, 0.9866666667 47.0041666667, 1.4666666667 47.1666666667, 1.6333333333 47.5502777778, 1.6555555556 47.6586111111, 1.6777777778 47.7733333333, 1.6908333333 47.8305555556, 1.7072222222 47.9155555556, 1.7152777778 47.9536111111, 1.73 47.9988888889, 1.7508333333 48.0591666667, 1.7536111111 48.0683333333, 1.7586111111 48.0833333333, 1.7663888889 48.1102777778, 1.7822222222 48.1333333333, 1.2 48.6666666667, 1.0847222222 49.0944444444, 0.9694444444 49.2202777778, 0.9333333333 49.2597222222, 0.5141666667 49.705, 0.4430555556 49.7888888889, 0.4008333333 49.8333333333, 0.1 50.1333333333, 0 50.1, -0.1108333333 50.0555555556, -0.25 50, -0.25 49.8166666667, -0.25 49.5266666667, -0.25 49.4469444444, -0.25 49.1666666667))"
870,LFRRQXSI,"POLYGON ((1.0847222222 49.0944444444, 0.9694444444 49.2202777778, 0.9333333333 49.2597222222, 0.5141666667 49.705, 0.4430555556 49.7888888889, 0.4008333333 49.8333333333, 0.1 50.1333333333, 0 50.1, -0.1108333333 50.0555555556, -0.25 50, -0.25 49.8166666667, -0.25 49.5266666667, -0.25 49.4469444444, -0.25 49.1666666667, -0.25 48.95, -0.25 48.9297222222, -0.25 48.8380555556, -0.25 48.7375, -0.2486111111 48.6591666667, -0.25 48.5505555556, -0.25 48.5333333333, -0.25 48.4622222222, -0.25 48.3616666667, -0.2494444444 48.1722222222, -0.25 47.9333333333, -0.3994444444 47.7952777778, -0.4611111111 47.7372222222, -0.6544444444 47.5577777778, -0.6963888888999999 47.5202777778, -0.5525 47.4066666667, -0.25 47.1666666667, -0.25 47.0444444444, 0.4525 47.0813888889, 0.9866666667 47.0041666667, 1.4666666667 47.1666666667, 1.6333333333 47.5502777778, 1.6555555556 47.6586111111, 1.6777777778 47.7733333333, 1.6908333333 47.8305555556, 1.7072222222 47.9155555556, 1.7152777778 47.9536111111, 1.73 47.9988888889, 1.7508333333 48.0591666667, 1.7536111111 48.0683333333, 1.7586111111 48.0833333333, 1.7663888889 48.1102777778, 1.7822222222 48.1333333333, 1.2 48.6666666667, 1.0847222222 49.0944444444))"
871,LFRRQXU,"POLYGON ((-0.25 49.1666666667, -0.25 48.95, -0.25 48.9297222222, -0.25 48.8380555556, -0.25 48.7375, -0.2486111111 48.6591666667, -0.25 48.5505555556, -0.25 48.5333333333, -0.25 48.4622222222, -0.25 48.3616666667, -0.2494444444 48.1722222222, -0.25 47.9333333333, -0.3994444444 47.7952777778, -0.4611111111 47.7372222222, -0.6544444444 47.5577777778, -0.6963888888999999 47.5202777778, -0.5525 47.4066666667, -0.25 47.1666666667, -0.25 47.0444444444, 0.4525 47.0813888889, 0.9866666667 47.0041666667, 1.4666666667 47.1666666667, 1.6333333333 47.5502777778, 1.6555555556 47.6586111111, 1.6777777778 47.7733333333, 1.6908333333 47.8305555556, 1.7072222222 47.9155555556, 1.7152777778 47.9536111111, 1.73 47.9988888889, 1.7508333333 48.0591666667, 1.7536111111 48.0683333333, 1.7586111111 48.0833333333, 1.7663888889 48.1102777778, 1.7822222222 48.1333333333, 1.2 48.6666666667, 1.0847222222 49.0944444444, 0.9694444444 49.2202777778, 0.9333333333 49.2597222222, 0.5141666667 49.705, 0.4430555556 49.7888888889, 0.4008333333 49.8333333333, 0.1 50.1333333333, 0 50.1, -0.1108333333 50.0555555556, -0.25 50, -0.25 49.8166666667, -0.25 49.5266666667, -0.25 49.4469444444, -0.25 49.1666666667))"
872,LFRRVKW,"POLYGON ((-4.9163888889 49.4780555556, -5.0572222222 49.4844444444, -5.6316666667 49.5091666667, -5.7833333333 49.5158333333, -5.8011111111 49.5163888889, -5.8177777778 49.5172222222, -6.9344444444 49.5605555556, -7.0213888889 49.4752777778, -7.1208333333 49.3780555556, -7.2538888889 49.2413888889, -7.31 49.1888888889, -7.4980555556 49.0052777778, -7.5744444444 48.9283333333, -8 48.8333333333, -8 48.5769444444, -8 48.5, -8.533611111100001 48.5522222222, -8.75 48.5733333333, -8.75 48.54, -8.75 48.5, -8.75 48.2441666667, -8.75 48, -8.75 47.7444444444, -8.75 47.5, -8.75 47.25, -8 47.25, -6.2333333333 47.25, -5.5 47.25, -4.9975 47.5, -3.5227777778 47.5, -3.5 47.5, -3.4261111111 47.5, -3.2525 47.5, -2.4791666667 47.9275, -2.2588888889 48.0475, -2.8061111111 48.9011111111, -2.6880555556 49.0333333333, -2.2255555556 49.4769444444, -1.9736111111 49.7286111111, -2 50, -2.005 49.9991666667, -2.1063888889 49.9825, -2.1636111111 49.9727777778, -2.1730555556 49.9711111111, -2.2433333333 49.9597222222, -2.3711111111 49.9383333333, -2.5086111111 49.9155555556, -3 49.8333333333, -3.0341666667 49.8247222222, -3.0680555556 49.8186111111, -3.1619444444 49.8033333333, -3.1736111111 49.8013888889, -3.2594444444 49.7852777778, -3.5294444444 49.7372222222, -3.82 49.6847222222, -4.0013888889 49.6513888889, -4.1613888889 49.6216666667, -4.3302777778 49.5902777778, -4.45 49.5675, -4.9163888889 49.4780555556))"
873,LFRRVKWS,"POLYGON ((-4.9975 47.5, -3.5227777778 47.5, -3.5 47.5, -3.4261111111 47.5, -3.2525 47.5, -2.4791666667 47.9275, -2.2588888889 48.0475, -2.8061111111 48.9011111111, -2.6880555556 49.0333333333, -2.2255555556 49.4769444444, -1.9736111111 49.7286111111, -2 50, -2.005 49.9991666667, -2.1063888889 49.9825, -2.1636111111 49.9727777778, -2.1730555556 49.9711111111, -2.2433333333 49.9597222222, -2.3711111111 49.9383333333, -2.5086111111 49.9155555556, -3 49.8333333333, -3.0341666667 49.8247222222, -3.0680555556 49.8186111111, -3.1619444444 49.8033333333, -3.1736111111 49.8013888889, -3.2594444444 49.7852777778, -3.5294444444 49.7372222222, -3.82 49.6847222222, -4.0013888889 49.6513888889, -4.1613888889 49.6216666667, -4.3302777778 49.5902777778, -4.45 49.5675, -4.9163888889 49.4780555556, -5.0572222222 49.4844444444, -5.6316666667 49.5091666667, -5.7833333333 49.5158333333, -5.8011111111 49.5163888889, -5.8177777778 49.5172222222, -6.9344444444 49.5605555556, -7.0213888889 49.4752777778, -7.1208333333 49.3780555556, -7.2538888889 49.2413888889, -7.31 49.1888888889, -7.4980555556 49.0052777778, -7.5744444444 48.9283333333, -8 48.8333333333, -8 48.5769444444, -8 48.5, -8.533611111100001 48.5522222222, -8.75 48.5733333333, -8.75 48.54, -8.75 48.5, -8.75 48.2441666667, -8.75 48, -8.75 47.7444444444, -8.75 47.5, -8.75 47.25, -8 47.25, -6.2333333333 47.25, -5.5 47.25, -4.9975 47.5))"
874,LFRRVKWU,"POLYGON ((-4.9975 47.5, -3.5227777778 47.5, -3.5 47.5, -3.4261111111 47.5, -3.2525 47.5, -2.4791666667 47.9275, -2.2588888889 48.0475, -2.8061111111 48.9011111111, -2.6880555556 49.0333333333, -2.2255555556 49.4769444444, -1.9736111111 49.7286111111, -2 50, -2.005 49.9991666667, -2.1063888889 49.9825, -2.1636111111 49.9727777778, -2.1730555556 49.9711111111, -2.2433333333 49.9597222222, -2.3711111111 49.9383333333, -2.5086111111 49.9155555556, -3 49.8333333333, -3.0341666667 49.8247222222, -3.0680555556 49.8186111111, -3.1619444444 49.8033333333, -3.1736111111 49.8013888889, -3.2594444444 49.7852777778, -3.5294444444 49.7372222222, -3.82 49.6847222222, -4.0013888889 49.6513888889, -4.1613888889 49.6216666667, -4.3302777778 49.5902777778, -4.45 49.5675, -4.9163888889 49.4780555556, -5.0572222222 49.4844444444, -5.6316666667 49.5091666667, -5.7833333333 49.5158333333, -5.8011111111 49.5163888889, -5.8177777778 49.5172222222, -6.9344444444 49.5605555556, -7.0213888889 49.4752777778, -7.1208333333 49.3780555556, -7.2538888889 49.2413888889, -7.31 49.1888888889, -7.4980555556 49.0052777778, -7.5744444444 48.9283333333, -8 48.5, -8.533611111100001 48.5522222222, -8.75 48.5733333333, -8.75 48.54, -8.75 48.5, -8.75 48.2441666667, -8.75 48, -8.75 47.7444444444, -8.75 47.5, -8.75 47.25, -8 47.25, -6.2333333333 47.25, -5.5 47.25, -4.9975 47.5))"
875,LFRRVS,"POLYGON ((-3.2594444444 49.7852777778, -3.1736111111 49.8013888889, -3.1619444444 49.8033333333, -3.0680555556 49.8186111111, -3.0341666667 49.8247222222, -3 49.8333333333, -2.5086111111 49.9155555556, -2.3711111111 49.9383333333, -2.2433333333 49.9597222222, -2.1730555556 49.9711111111, -2.1636111111 49.9727777778, -2.1063888889 49.9825, -2.005 49.9991666667, -2 50, -1.9736111111 49.7286111111, -2.2255555556 49.4769444444, -2.6880555556 49.0333333333, -2.8061111111 48.9011111111, -2.9972222222 48.7686111111, -4.0325 48.7961111111, -4.45 49.5675, -4.3302777778 49.5902777778, -4.1613888889 49.6216666667, -4.0013888889 49.6513888889, -3.82 49.6847222222, -3.5294444444 49.7372222222, -3.2594444444 49.7852777778))"
876,LFRRVU,"POLYGON ((-3.2594444444 49.7852777778, -3.1736111111 49.8013888889, -3.1619444444 49.8033333333, -3.0680555556 49.8186111111, -3.0341666667 49.8247222222, -3 49.8333333333, -2.5086111111 49.9155555556, -2.3711111111 49.9383333333, -2.2433333333 49.9597222222, -2.1730555556 49.9711111111, -2.1636111111 49.9727777778, -2.1063888889 49.9825, -2.005 49.9991666667, -2 50, -1.9736111111 49.7286111111, -2.2255555556 49.4769444444, -2.6880555556 49.0333333333, -2.8061111111 48.9011111111, -2.9972222222 48.7686111111, -4.0325 48.7961111111, -4.45 49.5675, -4.3302777778 49.5902777778, -4.1613888889 49.6216666667, -4.0013888889 49.6513888889, -3.82 49.6847222222, -3.5294444444 49.7372222222, -3.2594444444 49.7852777778))"
877,LGGGKFN,"POLYGON ((22.6255555556 37.8869444444, 21.7344444444 38.3894444444, 20.4833333333 39.0722222222, 20.2827777778 39.1888888889, 19 39.9333333333, 19 39.8166666667, 18.9969444444 39.5569444444, 19 39.3936111111, 19 39.2933333333, 19 38.8833333333, 19 38.7241666667, 19 38.5183333333, 19 38.3422222222, 19 38.2675, 19 38.1, 19 37.75, 19.6666666667 37.5, 21 37, 21.3883333333 36.8397222222, 23.0275 36.1183333333, 23.3291666667 36.2402777778, 23.0366666667 37.1933333333, 22.9775 37.4033333333, 22.9619444444 37.4666666667, 22.6255555556 37.8869444444))"
878,LGGGKFPL,"POLYGON ((19 38.5183333333, 19 38.3422222222, 19 38.2675, 19 38.1, 19 37.75, 19 37.4, 19 36.9666666667, 19 36.7666666667, 19 36.5, 20.2294444444 35.9472222222, 21.1533333333 35.5180555556, 21.9611111111 35.1333333333, 22.0322222222 35.0991666667, 23 34.6252777778, 23.5833333333 34.3333333333, 24.1666666667 34, 24.45 34, 25.15 34, 25.5 34, 25.3119444444 34.4786111111, 25.1522222222 34.8833333333, 25 35.2666666667, 24.7580555556 35.2827777778, 24 35.3333333333, 23.6905555556 35.7383333333, 23.6158333333 35.8438888889, 23.3291666667 36.2402777778, 23.0366666667 37.1933333333, 22.9775 37.4033333333, 22.9619444444 37.4666666667, 22.6255555556 37.8869444444, 21.7344444444 38.3894444444, 20.4833333333 39.0722222222, 20.2827777778 39.1888888889, 19 39.9333333333, 19 39.8166666667, 18.9969444444 39.5569444444, 19 39.3936111111, 19 39.2933333333, 19 38.8833333333, 19 38.7241666667, 19 38.5183333333))"
879,LGGGKRK,"POLYGON ((22.6255555556 37.8869444444, 22.9619444444 37.4666666667, 23.4566666667 37.81, 23.1244444444 38.1655555556, 21.6986111111 39.5788888889, 21.6166666667 39.6541666667, 20.7922222222 40.4311111111, 20.7911111111 40.3627777778, 20.7622222222 40.3388888889, 20.7647222222 40.3211111111, 20.7419444444 40.3105555556, 20.7075 40.2683333333, 20.7213888889 40.2530555556, 20.7208333333 40.2169444444, 20.6780555556 40.1880555556, 20.6758333333 40.165, 20.6938888889 40.1516666667, 20.675 40.1258333333, 20.6775 40.0958333333, 20.6211111111 40.0866666667, 20.5947222222 40.0725, 20.5491666667 40.0633333333, 20.5116666667 40.0825, 20.4888888889 40.0636111111, 20.4727777778 40.0672222222, 20.4619444444 40.0741666667, 20.4108333333 40.0508333333, 20.3913888889 39.9819444444, 20.3125 39.9905555556, 20.345 39.9461111111, 20.3380555556 39.9244444444, 20.3852777778 39.8891666667, 20.4172222222 39.8405555556, 20.415 39.8147222222, 20.3797222222 39.7844444444, 20.3055555556 39.8155555556, 20.2897222222 39.8041666667, 20.3072222222 39.7813888889, 20.2922222222 39.7644444444, 20.3211111111 39.7297222222, 20.2658333333 39.6955555556, 20.2641666667 39.6719444444, 20.2316666667 39.685, 20.2183333333 39.6652777778, 20.2266666667 39.6480555556, 20.12 39.6658333333, 20.0311111111 39.7013888889, 20.0083333333 39.6930555556, 19.9844444444 39.69, 19.975 39.8333333333, 19.8444444444 39.9, 19.75 39.95, 19.5833333333 39.975, 19.5833333333 39.9777777778, 19.45 40, 19 40.4166666667, 19 40.35, 19 40.2447222222, 19 40.0566666667, 19 39.9333333333, 20.2827777778 39.1888888889, 20.4833333333 39.0722222222, 21.7344444444 38.3894444444, 22.6255555556 37.8869444444))"
880,LGGGMIL,"POLYGON ((24.7580555556 35.2827777778, 25 35.2666666667, 25.4361111111 35.2333333333, 25.4361111111 35.7, 25.4361111111 35.8541666667, 26 36.3833333333, 25.3469444444 36.7955555556, 25.0341666667 37.3177777778, 24.6583333333 37.9352777778, 24.3 37.85, 23.4566666667 37.81, 22.9619444444 37.4666666667, 22.9775 37.4033333333, 23.0366666667 37.1933333333, 23.3291666667 36.2402777778, 23.6158333333 35.8438888889, 23.6905555556 35.7383333333, 24 35.3333333333, 24.7580555556 35.2827777778))"
881,LGGGMILL,"POLYGON ((25.0341666667 37.3177777778, 24.6583333333 37.9352777778, 24.3 37.85, 23.4566666667 37.81, 22.9619444444 37.4666666667, 22.9775 37.4033333333, 23.0366666667 37.1933333333, 23.3291666667 36.2402777778, 23.6158333333 35.8438888889, 23.6905555556 35.7383333333, 24 35.3333333333, 24.7580555556 35.2827777778, 25 35.2666666667, 25.4361111111 35.2333333333, 25.4361111111 35.7, 25.4361111111 35.8541666667, 26 36.3833333333, 25.3469444444 36.7955555556, 25.0341666667 37.3177777778))"
882,LGGGMILU,"POLYGON ((24.7580555556 35.2827777778, 25 35.2666666667, 25.4361111111 35.2333333333, 25.4361111111 35.7, 25.4361111111 35.8541666667, 26 36.3833333333, 25.3469444444 36.7955555556, 25.0341666667 37.3177777778, 24.6583333333 37.9352777778, 24.3 37.85, 23.4566666667 37.81, 22.9619444444 37.4666666667, 22.9775 37.4033333333, 23.0366666667 37.1933333333, 23.3291666667 36.2402777778, 23.6158333333 35.8438888889, 23.6905555556 35.7383333333, 24 35.3333333333, 24.7580555556 35.2827777778))"
883,LGGGMLST,"POLYGON ((25.3119444444 34.4786111111, 25.5 34, 26.8166666667 34, 27.1666666667 34, 27.3333333333 33.9516666667, 27.6230555556 33.9238888889, 27.3613888889 35.0497222222, 27.6663888889 35.8455555556, 26.7894444444 36.2975, 26 36.3833333333, 25.3469444444 36.7955555556, 25.0341666667 37.3177777778, 24.6583333333 37.9352777778, 24.3 37.85, 23.4566666667 37.81, 22.9619444444 37.4666666667, 22.9775 37.4033333333, 23.0366666667 37.1933333333, 23.3291666667 36.2402777778, 23.6158333333 35.8438888889, 23.6905555556 35.7383333333, 24 35.3333333333, 24.7580555556 35.2827777778, 25 35.2666666667, 25.1522222222 34.8833333333, 25.3119444444 34.4786111111))"
884,LGGGPLH,"POLYGON ((21.3883333333 36.8397222222, 21 37, 19.6666666667 37.5, 19 37.75, 19 37.4, 19 36.9666666667, 19 36.7666666667, 19 36.5, 20.2294444444 35.9472222222, 21.1533333333 35.5180555556, 21.9611111111 35.1333333333, 22.0322222222 35.0991666667, 23 34.6252777778, 23.5833333333 34.3333333333, 24.1666666667 34, 24.45 34, 25.15 34, 25.5 34, 25.3119444444 34.4786111111, 25.1522222222 34.8833333333, 25 35.2666666667, 24.7580555556 35.2827777778, 24 35.3333333333, 23.6905555556 35.7383333333, 23.6158333333 35.8438888889, 23.3291666667 36.2402777778, 23.0275 36.1183333333, 21.3883333333 36.8397222222))"
885,LGGGRDKA,"POLYGON ((24.8788888889 37.9716666667, 24.6583333333 37.9352777778, 25.0341666667 37.3177777778, 25.3469444444 36.7955555556, 26 36.3833333333, 26.7894444444 36.2975, 27.6663888889 35.8455555556, 27.3613888889 35.0497222222, 27.6230555556 33.9238888889, 28.2666666667 33.8, 28.75 33.7138888889, 30 33.5, 30 33.7333333333, 30 34.3233333333, 30 34.5, 30 34.5833333333, 30 34.65, 30 34.87, 30 34.9152777778, 30 34.9666666667, 30 35.2, 30 35.5294444444, 30 35.5836111111, 30 35.6652777778, 30 35.8333333333, 29.9994444444 36.0822222222, 29.8091666667 36.0752777778, 29.7083333333 36.0833333333, 29.5772222222 36.1436111111, 29.5 36.1716666667, 29.3166666667 36.1833333333, 29.25 36.0833333333, 28.8166666667 36.2166666667, 28.55 36.3833333333, 28.4833333333 36.55, 28.2083333333 36.5333333333, 28.05 36.4833333333, 27.9952777778 36.4947222222, 27.9166666667 36.6666666667, 27.8666666667 36.7, 27.6097222222 36.9513888889, 27.1166666667 37.4333333333, 26.9833333333 37.625, 26.9741666667 37.65, 27.0833333333 37.7, 27.0444444444 37.8427777778, 27.0333333333 37.8833333333, 27 37.95, 26.8738888889 37.9586111111, 26.5244444444 37.9822222222, 26.2994444444 38.1072222222, 26.25 38.1666666667, 26.1669444444 38.2452777778, 25.7608333333 38.1516666667, 24.8788888889 37.9716666667))"
886,LGGGRDS,"POLYGON ((27.1166666667 37.4333333333, 26.9833333333 37.625, 26.9741666667 37.65, 27.0833333333 37.7, 27.0444444444 37.8427777778, 27.0333333333 37.8833333333, 27 37.95, 26.8738888889 37.9586111111, 26.5244444444 37.9822222222, 26.2994444444 38.1072222222, 26.25 38.1666666667, 26.1669444444 38.2452777778, 25.7608333333 38.1516666667, 24.8788888889 37.9716666667, 24.6583333333 37.9352777778, 25.0341666667 37.3177777778, 25.3469444444 36.7955555556, 26 36.3833333333, 26.7894444444 36.2975, 27.6663888889 35.8455555556, 28.5166666667 36.2833333333, 28.4833333333 36.55, 28.2083333333 36.5333333333, 28.05 36.4833333333, 27.9952777778 36.4947222222, 27.9166666667 36.6666666667, 27.8666666667 36.7, 27.6097222222 36.9513888889, 27.1166666667 37.4333333333))"
887,LGGGS,"POLYGON ((27.1166666667 37.4333333333, 26.9833333333 37.625, 26.9741666667 37.65, 27.0833333333 37.7, 27.0444444444 37.8427777778, 27.0333333333 37.8833333333, 27 37.95, 26.8738888889 37.9586111111, 26.5244444444 37.9822222222, 26.2994444444 38.1072222222, 26.25 38.1666666667, 26.1669444444 38.2452777778, 25.7608333333 38.1516666667, 24.8788888889 37.9716666667, 24.6583333333 37.9352777778, 24.3 37.85, 23.4566666667 37.81, 22.9619444444 37.4666666667, 22.9775 37.4033333333, 23.0366666667 37.1933333333, 23.3291666667 36.2402777778, 23.6158333333 35.8438888889, 23.6905555556 35.7383333333, 24 35.3333333333, 24.7580555556 35.2827777778, 25 35.2666666667, 25.1522222222 34.8833333333, 25.3119444444 34.4786111111, 25.5 34, 26.8166666667 34, 27.1666666667 34, 27.3333333333 33.9516666667, 27.6230555556 33.9238888889, 28.2666666667 33.8, 28.75 33.7138888889, 30 33.5, 30 33.7333333333, 30 34.3233333333, 30 34.5, 30 34.5833333333, 30 34.65, 30 34.87, 30 34.9152777778, 30 34.9666666667, 30 35.2, 30 35.5294444444, 30 35.5836111111, 30 35.6652777778, 30 35.8333333333, 29.9994444444 36.0822222222, 29.8091666667 36.0752777778, 29.7083333333 36.0833333333, 29.5772222222 36.1436111111, 29.5 36.1716666667, 29.3166666667 36.1833333333, 29.25 36.0833333333, 28.8166666667 36.2166666667, 28.55 36.3833333333, 28.4833333333 36.55, 28.2083333333 36.5333333333, 28.05 36.4833333333, 27.9952777778 36.4947222222, 27.9166666667 36.6666666667, 27.8666666667 36.7, 27.6097222222 36.9513888889, 27.1166666667 37.4333333333))"
